iteration,timestamp,client_id,operation,target,phase,failed_node,written_version,observed_version,max_seen_before,read_concern,write_concern,causal_session,scenario,latency_ms,success,violation,error
114,1789628127.194851,client_mr,READ_SECONDARY,session_secondary,normal,,114,114,114,majority,majority,True,failure,0.23,True,False,
115,1789628127.1957834,client_mr,READ_PRIMARY,primary,normal,,115,115,114,majority,majority,True,failure,0.17,True,False,
115,1789628127.1959677,client_mr,READ_SECONDARY,session_secondary,normal,,115,115,115,majority,majority,True,failure,0.18,True,False,
116,1789628127.196895,client_mr,READ_PRIMARY,primary,normal,,116,116,115,majority,majority,True,failure,0.15,True,False,
116,1789628127.197086,client_mr,READ_SECONDARY,session_secondary,normal,,116,116,116,majority,majority,True,failure,0.19,True,False,
117,1789628127.197826,client_mr,READ_PRIMARY,primary,normal,,117,117,116,majority,majority,True,failure,0.16,True,False,
117,1789628127.1981323,client_mr,READ_SECONDARY,session_secondary,normal,,117,117,117,majority,majority,True,failure,0.3,True,False,
118,1789628127.1990068,client_mr,READ_PRIMARY,primary,normal,,118,118,117,majority,majority,True,failure,0.16,True,False,
118,1789628127.199266,client_mr,READ_SECONDARY,session_secondary,normal,,118,118,118,majority,majority,True,failure,0.26,True,False,
119,1789628127.2002323,client_mr,READ_PRIMARY,primary,normal,,119,119,118,majority,majority,True,failure,0.2,True,False,
119,1789628127.2004387,client_mr,READ_SECONDARY,session_secondary,normal,,119,119,119,majority,majority,True,failure,0.2,True,False,
120,1789628127.201858,client_mr,READ_PRIMARY,primary,normal,,120,120,119,majority,majority,True,failure,0.19,True,False,
120,1789628127.2020373,client_mr,READ_SECONDARY,session_secondary,normal,,120,120,120,majority,majority,True,failure,0.18,True,False,
121,1789628127.2030008,client_mr,READ_PRIMARY,primary,normal,,121,121,120,majority,majority,True,failure,0.22,True,False,
121,1789628127.2032459,client_mr,READ_SECONDARY,session_secondary,normal,,121,121,121,majority,majority,True,failure,0.24,True,False,
122,1789628127.2043505,client_mr,READ_PRIMARY,primary,normal,,122,122,121,majority,majority,True,failure,0.23,True,False,
122,1789628127.2045724,client_mr,READ_SECONDARY,session_secondary,normal,,122,122,122,majority,majority,True,failure,0.22,True,False,
123,1789628127.2055619,client_mr,READ_PRIMARY,primary,normal,,123,123,122,majority,majority,True,failure,0.2,True,False,
123,1789628127.205755,client_mr,READ_SECONDARY,session_secondary,normal,,123,123,123,majority,majority,True,failure,0.19,True,False,
124,1789628127.2068663,client_mr,READ_PRIMARY,primary,normal,,124,124,123,majority,majority,True,failure,0.21,True,False,
124,1789628127.2071474,client_mr,READ_SECONDARY,session_secondary,normal,,124,124,124,majority,majority,True,failure,0.28,True,False,
125,1789628127.208274,client_mr,READ_PRIMARY,primary,normal,,125,125,124,majority,majority,True,failure,0.27,True,False,
125,1789628127.208533,client_mr,READ_SECONDARY,session_secondary,normal,,125,125,125,majority,majority,True,failure,0.26,True,False,
126,1789628127.2096071,client_mr,READ_PRIMARY,primary,normal,,126,126,125,majority,majority,True,failure,0.21,True,False,
126,1789628127.2098308,client_mr,READ_SECONDARY,session_secondary,normal,,126,126,126,majority,majority,True,failure,0.22,True,False,
127,1789628127.2108507,client_mr,READ_PRIMARY,primary,normal,,127,127,126,majority,majority,True,failure,0.19,True,False,
127,1789628127.211093,client_mr,READ_SECONDARY,session_secondary,normal,,127,127,127,majority,majority,True,failure,0.24,True,False,
128,1789628127.2120888,client_mr,READ_PRIMARY,primary,normal,,128,128,127,majority,majority,True,failure,0.23,True,False,
128,1789628127.2123237,client_mr,READ_SECONDARY,session_secondary,normal,,128,128,128,majority,majority,True,failure,0.23,True,False,
129,1789628127.2133148,client_mr,READ_PRIMARY,primary,normal,,129,129,128,majority,majority,True,failure,0.18,True,False,
129,1789628127.2135618,client_mr,READ_SECONDARY,session_secondary,normal,,129,129,129,majority,majority,True,failure,0.25,True,False,
130,1789628127.2148423,client_mr,READ_PRIMARY,primary,normal,,130,130,129,majority,majority,True,failure,0.23,True,False,
130,1789628127.2150915,client_mr,READ_SECONDARY,session_secondary,normal,,130,130,130,majority,majority,True,failure,0.25,True,False,
131,1789628127.2162366,client_mr,READ_PRIMARY,primary,normal,,131,131,130,majority,majority,True,failure,0.22,True,False,
131,1789628127.2164714,client_mr,READ_SECONDARY,session_secondary,normal,,131,131,131,majority,majority,True,failure,0.23,True,False,
132,1789628127.2173078,client_mr,READ_PRIMARY,primary,normal,,132,132,131,majority,majority,True,failure,0.16,True,False,
132,1789628127.2175376,client_mr,READ_SECONDARY,session_secondary,normal,,132,132,132,majority,majority,True,failure,0.23,True,False,
133,1789628127.2185705,client_mr,READ_PRIMARY,primary,normal,,133,133,132,majority,majority,True,failure,0.22,True,False,
133,1789628127.2188,client_mr,READ_SECONDARY,session_secondary,normal,,133,133,133,majority,majority,True,failure,0.23,True,False,
134,1789628127.2197113,client_mr,READ_PRIMARY,primary,normal,,134,134,133,majority,majority,True,failure,0.18,True,False,
134,1789628127.2198985,client_mr,READ_SECONDARY,session_secondary,normal,,134,134,134,majority,majority,True,failure,0.19,True,False,
135,1789628127.2208521,client_mr,READ_PRIMARY,primary,normal,,135,135,134,majority,majority,True,failure,0.21,True,False,
135,1789628127.221069,client_mr,READ_SECONDARY,session_secondary,normal,,135,135,135,majority,majority,True,failure,0.21,True,False,
136,1789628127.2220757,client_mr,READ_PRIMARY,primary,normal,,136,136,135,majority,majority,True,failure,0.21,True,False,
136,1789628127.222278,client_mr,READ_SECONDARY,session_secondary,normal,,136,136,136,majority,majority,True,failure,0.2,True,False,
137,1789628127.223162,client_mr,READ_PRIMARY,primary,normal,,137,137,136,majority,majority,True,failure,0.19,True,False,
137,1789628127.2233336,client_mr,READ_SECONDARY,session_secondary,normal,,137,137,137,majority,majority,True,failure,0.17,True,False,
138,1789628127.224524,client_mr,READ_PRIMARY,primary,normal,,138,138,137,majority,majority,True,failure,0.21,True,False,
138,1789628127.2247746,client_mr,READ_SECONDARY,session_secondary,normal,,138,138,138,majority,majority,True,failure,0.25,True,False,
139,1789628127.2257543,client_mr,READ_PRIMARY,primary,normal,,139,139,138,majority,majority,True,failure,0.19,True,False,
139,1789628127.2259786,client_mr,READ_SECONDARY,session_secondary,normal,,139,139,139,majority,majority,True,failure,0.22,True,False,
140,1789628127.2270238,client_mr,READ_PRIMARY,primary,normal,,140,140,139,majority,majority,True,failure,0.19,True,False,
140,1789628127.2272415,client_mr,READ_SECONDARY,session_secondary,normal,,140,140,140,majority,majority,True,failure,0.22,True,False,
141,1789628127.2282462,client_mr,READ_PRIMARY,primary,normal,,141,141,140,majority,majority,True,failure,0.22,True,False,
141,1789628127.2284677,client_mr,READ_SECONDARY,session_secondary,normal,,141,141,141,majority,majority,True,failure,0.22,True,False,
142,1789628127.2296617,client_mr,READ_PRIMARY,primary,normal,,142,142,141,majority,majority,True,failure,0.22,True,False,
142,1789628127.2298613,client_mr,READ_SECONDARY,session_secondary,normal,,142,142,142,majority,majority,True,failure,0.2,True,False,
143,1789628127.2308998,client_mr,READ_PRIMARY,primary,normal,,143,143,142,majority,majority,True,failure,0.19,True,False,
143,1789628127.2311249,client_mr,READ_SECONDARY,session_secondary,normal,,143,143,143,majority,majority,True,failure,0.22,True,False,
144,1789628127.232004,client_mr,READ_PRIMARY,primary,normal,,144,144,143,majority,majority,True,failure,0.19,True,False,
144,1789628127.2322142,client_mr,READ_SECONDARY,session_secondary,normal,,144,144,144,majority,majority,True,failure,0.21,True,False,
145,1789628127.2332466,client_mr,READ_PRIMARY,primary,normal,,145,145,144,majority,majority,True,failure,0.24,True,False,
145,1789628127.2334535,client_mr,READ_SECONDARY,session_secondary,normal,,145,145,145,majority,majority,True,failure,0.21,True,False,
146,1789628127.2346911,client_mr,READ_PRIMARY,primary,normal,,146,146,145,majority,majority,True,failure,0.21,True,False,
146,1789628127.2349117,client_mr,READ_SECONDARY,session_secondary,normal,,146,146,146,majority,majority,True,failure,0.22,True,False,
147,1789628127.23592,client_mr,READ_PRIMARY,primary,normal,,147,147,146,majority,majority,True,failure,0.2,True,False,
147,1789628127.2361615,client_mr,READ_SECONDARY,session_secondary,normal,,147,147,147,majority,majority,True,failure,0.24,True,False,
148,1789628127.2372513,client_mr,READ_PRIMARY,primary,normal,,148,148,147,majority,majority,True,failure,0.24,True,False,
148,1789628127.237493,client_mr,READ_SECONDARY,session_secondary,normal,,148,148,148,majority,majority,True,failure,0.24,True,False,
149,1789628127.238645,client_mr,READ_PRIMARY,primary,normal,,149,149,148,majority,majority,True,failure,0.25,True,False,
149,1789628127.2388577,client_mr,READ_SECONDARY,session_secondary,normal,,149,149,149,majority,majority,True,failure,0.21,True,False,
150,1789628127.2398455,client_mr,READ_PRIMARY,primary,normal,,150,150,149,majority,majority,True,failure,0.2,True,False,
150,1789628127.240041,client_mr,READ_SECONDARY,session_secondary,normal,,150,150,150,majority,majority,True,failure,0.19,True,False,
151,1789628127.2408988,client_mr,READ_PRIMARY,primary,normal,,151,151,150,majority,majority,True,failure,0.19,True,False,
151,1789628127.2411432,client_mr,READ_SECONDARY,session_secondary,normal,,151,151,151,majority,majority,True,failure,0.24,True,False,
152,1789628127.2422936,client_mr,READ_PRIMARY,primary,normal,,152,152,151,majority,majority,True,failure,0.21,True,False,
152,1789628127.2425714,client_mr,READ_SECONDARY,session_secondary,normal,,152,152,152,majority,majority,True,failure,0.28,True,False,
153,1789628127.2436035,client_mr,READ_PRIMARY,primary,normal,,153,153,152,majority,majority,True,failure,0.2,True,False,
153,1789628127.2438357,client_mr,READ_SECONDARY,session_secondary,normal,,153,153,153,majority,majority,True,failure,0.23,True,False,
154,1789628127.24514,client_mr,READ_PRIMARY,primary,normal,,154,154,153,majority,majority,True,failure,0.23,True,False,
154,1789628127.2453787,client_mr,READ_SECONDARY,session_secondary,normal,,154,154,154,majority,majority,True,failure,0.24,True,False,
155,1789628127.2463932,client_mr,READ_PRIMARY,primary,normal,,155,155,154,majority,majority,True,failure,0.22,True,False,
155,1789628127.2466419,client_mr,READ_SECONDARY,session_secondary,normal,,155,155,155,majority,majority,True,failure,0.25,True,False,
156,1789628127.2477498,client_mr,READ_PRIMARY,primary,normal,,156,156,155,majority,majority,True,failure,0.22,True,False,
156,1789628127.2480042,client_mr,READ_SECONDARY,session_secondary,normal,,156,156,156,majority,majority,True,failure,0.25,True,False,
157,1789628127.2490466,client_mr,READ_PRIMARY,primary,normal,,157,157,156,majority,majority,True,failure,0.21,True,False,
157,1789628127.2492864,client_mr,READ_SECONDARY,session_secondary,normal,,157,157,157,majority,majority,True,failure,0.24,True,False,
158,1789628127.250418,client_mr,READ_PRIMARY,primary,normal,,158,158,157,majority,majority,True,failure,0.21,True,False,
158,1789628127.2506785,client_mr,READ_SECONDARY,session_secondary,normal,,158,158,158,majority,majority,True,failure,0.26,True,False,
159,1789628127.2516024,client_mr,READ_PRIMARY,primary,normal,,159,159,158,majority,majority,True,failure,0.14,True,False,
159,1789628127.25184,client_mr,READ_SECONDARY,session_secondary,normal,,159,159,159,majority,majority,True,failure,0.24,True,False,
160,1789628127.2527666,client_mr,READ_PRIMARY,primary,normal,,160,160,159,majority,majority,True,failure,0.23,True,False,
160,1789628127.253117,client_mr,READ_SECONDARY,session_secondary,normal,,160,160,160,majority,majority,True,failure,0.35,True,False,
161,1789628127.2540627,client_mr,READ_PRIMARY,primary,normal,,161,161,160,majority,majority,True,failure,0.18,True,False,
161,1789628127.2543678,client_mr,READ_SECONDARY,session_secondary,normal,,161,161,161,majority,majority,True,failure,0.3,True,False,
162,1789628127.2554877,client_mr,READ_PRIMARY,primary,normal,,162,162,161,majority,majority,True,failure,0.16,True,False,
162,1789628127.2557127,client_mr,READ_SECONDARY,session_secondary,normal,,162,162,162,majority,majority,True,failure,0.22,True,False,
163,1789628127.2567778,client_mr,READ_PRIMARY,primary,normal,,163,163,162,majority,majority,True,failure,0.31,True,False,
163,1789628127.257006,client_mr,READ_SECONDARY,session_secondary,normal,,163,163,163,majority,majority,True,failure,0.23,True,False,
164,1789628127.2580342,client_mr,READ_PRIMARY,primary,normal,,164,164,163,majority,majority,True,failure,0.17,True,False,
164,1789628127.2582889,client_mr,READ_SECONDARY,session_secondary,normal,,164,164,164,majority,majority,True,failure,0.25,True,False,
165,1789628127.259298,client_mr,READ_PRIMARY,primary,normal,,165,165,164,majority,majority,True,failure,0.16,True,False,
165,1789628127.2595532,client_mr,READ_SECONDARY,session_secondary,normal,,165,165,165,majority,majority,True,failure,0.25,True,False,
166,1789628127.2605193,client_mr,READ_PRIMARY,primary,normal,,166,166,165,majority,majority,True,failure,0.18,True,False,
166,1789628127.2607608,client_mr,READ_SECONDARY,session_secondary,normal,,166,166,166,majority,majority,True,failure,0.24,True,False,
167,1789628127.2617092,client_mr,READ_PRIMARY,primary,normal,,167,167,166,majority,majority,True,failure,0.19,True,False,
167,1789628127.2619557,client_mr,READ_SECONDARY,session_secondary,normal,,167,167,167,majority,majority,True,failure,0.24,True,False,
168,1789628127.2629826,client_mr,READ_PRIMARY,primary,normal,,168,168,167,majority,majority,True,failure,0.15,True,False,
168,1789628127.263212,client_mr,READ_SECONDARY,session_secondary,normal,,168,168,168,majority,majority,True,failure,0.23,True,False,
169,1789628127.2642078,client_mr,READ_PRIMARY,primary,normal,,169,169,168,majority,majority,True,failure,0.16,True,False,
169,1789628127.2644336,client_mr,READ_SECONDARY,session_secondary,normal,,169,169,169,majority,majority,True,failure,0.22,True,False,
170,1789628127.2656693,client_mr,READ_PRIMARY,primary,normal,,170,170,169,majority,majority,True,failure,0.22,True,False,
170,1789628127.2658882,client_mr,READ_SECONDARY,session_secondary,normal,,170,170,170,majority,majority,True,failure,0.22,True,False,
171,1789628127.2668445,client_mr,READ_PRIMARY,primary,normal,,171,171,170,majority,majority,True,failure,0.19,True,False,
171,1789628127.2670655,client_mr,READ_SECONDARY,session_secondary,normal,,171,171,171,majority,majority,True,failure,0.22,True,False,
172,1789628127.2678888,client_mr,READ_PRIMARY,primary,normal,,172,172,171,majority,majority,True,failure,0.15,True,False,
172,1789628127.2681434,client_mr,READ_SECONDARY,session_secondary,normal,,172,172,172,majority,majority,True,failure,0.25,True,False,
173,1789628127.2690086,client_mr,READ_PRIMARY,primary,normal,,173,173,172,majority,majority,True,failure,0.15,True,False,
173,1789628127.2692363,client_mr,READ_SECONDARY,session_secondary,normal,,173,173,173,majority,majority,True,failure,0.23,True,False,
174,1789628127.270261,client_mr,READ_PRIMARY,primary,normal,,174,174,173,majority,majority,True,failure,0.27,True,False,
174,1789628127.2705426,client_mr,READ_SECONDARY,session_secondary,normal,,174,174,174,majority,majority,True,failure,0.28,True,False,
175,1789628127.2713614,client_mr,READ_PRIMARY,primary,normal,,175,175,174,majority,majority,True,failure,0.14,True,False,
175,1789628127.2716122,client_mr,READ_SECONDARY,session_secondary,normal,,175,175,175,majority,majority,True,failure,0.25,True,False,
176,1789628127.2724428,client_mr,READ_PRIMARY,primary,normal,,176,176,175,majority,majority,True,failure,0.13,True,False,
176,1789628127.27268,client_mr,READ_SECONDARY,session_secondary,normal,,176,176,176,majority,majority,True,failure,0.24,True,False,
177,1789628127.2736013,client_mr,READ_PRIMARY,primary,normal,,177,177,176,majority,majority,True,failure,0.17,True,False,
177,1789628127.2738783,client_mr,READ_SECONDARY,session_secondary,normal,,177,177,177,majority,majority,True,failure,0.27,True,False,
178,1789628127.2748358,client_mr,READ_PRIMARY,primary,normal,,178,178,177,majority,majority,True,failure,0.14,True,False,
