timestamp,iteration,client_id,operation,target,phase,written_version,observed_version,max_seen_before,read_concern,write_concern,causal_session,scenario,scenario_event,target_node,event_time,latency_ms,success,violation,error
1789631821.345553,38,client_mr,READ_PRIMARY,primary,normal,38,38,37,majority,majority,True,partition,,,,0.23,True,False,
1789631821.3457394,38,client_mr,READ_SECONDARY,session_secondary,normal,38,38,38,majority,majority,True,partition,,,,0.18,True,False,
1789631821.346666,39,client_mr,READ_PRIMARY,primary,normal,39,39,38,majority,majority,True,partition,,,,0.21,True,False,
1789631821.3468814,39,client_mr,READ_SECONDARY,session_secondary,normal,39,39,39,majority,majority,True,partition,,,,0.21,True,False,
1789631821.3477123,40,client_mr,READ_PRIMARY,primary,normal,40,40,39,majority,majority,True,partition,,,,0.21,True,False,
1789631821.347928,40,client_mr,READ_SECONDARY,session_secondary,normal,40,40,40,majority,majority,True,partition,,,,0.21,True,False,
1789631821.3489416,41,client_mr,READ_PRIMARY,primary,normal,41,41,40,majority,majority,True,partition,,,,0.2,True,False,
1789631821.3492222,41,client_mr,READ_SECONDARY,session_secondary,normal,41,41,41,majority,majority,True,partition,,,,0.28,True,False,
1789631821.3504355,42,client_mr,READ_PRIMARY,primary,normal,42,42,41,majority,majority,True,partition,,,,0.2,True,False,
1789631821.3506272,42,client_mr,READ_SECONDARY,session_secondary,normal,42,42,42,majority,majority,True,partition,,,,0.19,True,False,
1789631821.3515172,43,client_mr,READ_PRIMARY,primary,normal,43,43,42,majority,majority,True,partition,,,,0.19,True,False,
1789631821.3516898,43,client_mr,READ_SECONDARY,session_secondary,normal,43,43,43,majority,majority,True,partition,,,,0.17,True,False,
1789631821.3526165,44,client_mr,READ_PRIMARY,primary,normal,44,44,43,majority,majority,True,partition,,,,0.12,True,False,
1789631821.3528345,44,client_mr,READ_SECONDARY,session_secondary,normal,44,44,44,majority,majority,True,partition,,,,0.22,True,False,
1789631821.3538778,45,client_mr,READ_PRIMARY,primary,normal,45,45,44,majority,majority,True,partition,,,,0.2,True,False,
1789631821.3540459,45,client_mr,READ_SECONDARY,session_secondary,normal,45,45,45,majority,majority,True,partition,,,,0.17,True,False,
1789631821.355252,46,client_mr,READ_PRIMARY,primary,normal,46,46,45,majority,majority,True,partition,,,,0.16,True,False,
1789631821.3554866,46,client_mr,READ_SECONDARY,session_secondary,normal,46,46,46,majority,majority,True,partition,,,,0.23,True,False,
1789631821.3564022,47,client_mr,READ_PRIMARY,primary,normal,47,47,46,majority,majority,True,partition,,,,0.13,True,False,
1789631821.3566265,47,client_mr,READ_SECONDARY,session_secondary,normal,47,47,47,majority,majority,True,partition,,,,0.22,True,False,
1789631821.3574758,48,client_mr,READ_PRIMARY,primary,normal,48,48,47,majority,majority,True,partition,,,,0.2,True,False,
1789631821.3576868,48,client_mr,READ_SECONDARY,session_secondary,normal,48,48,48,majority,majority,True,partition,,,,0.21,True,False,
1789631821.358564,49,client_mr,READ_PRIMARY,primary,normal,49,49,48,majority,majority,True,partition,,,,0.18,True,False,
1789631821.3587854,49,client_mr,READ_SECONDARY,session_secondary,normal,49,49,49,majority,majority,True,partition,,,,0.22,True,False,
1789631821.359639,50,client_mr,READ_PRIMARY,primary,normal,50,50,49,majority,majority,True,partition,,,,0.22,True,False,
1789631821.359847,50,client_mr,READ_SECONDARY,session_secondary,normal,50,50,50,majority,majority,True,partition,,,,0.21,True,False,
1789631821.3605914,51,client_mr,READ_PRIMARY,primary,normal,51,51,50,majority,majority,True,partition,,,,0.13,True,False,
1789631821.3608897,51,client_mr,READ_SECONDARY,session_secondary,normal,51,51,51,majority,majority,True,partition,,,,0.3,True,False,
1789631821.3618882,52,client_mr,READ_PRIMARY,primary,normal,52,52,51,majority,majority,True,partition,,,,0.2,True,False,
1789631821.3621953,52,client_mr,READ_SECONDARY,session_secondary,normal,52,52,52,majority,majority,True,partition,,,,0.3,True,False,
1789631821.363353,53,client_mr,READ_PRIMARY,primary,normal,53,53,52,majority,majority,True,partition,,,,0.13,True,False,
1789631821.3635542,53,client_mr,READ_SECONDARY,session_secondary,normal,53,53,53,majority,majority,True,partition,,,,0.2,True,False,
1789631821.364704,54,client_mr,READ_PRIMARY,primary,normal,54,54,53,majority,majority,True,partition,,,,0.14,True,False,
1789631821.3648927,54,client_mr,READ_SECONDARY,session_secondary,normal,54,54,54,majority,majority,True,partition,,,,0.19,True,False,
1789631821.365861,55,client_mr,READ_PRIMARY,primary,normal,55,55,54,majority,majority,True,partition,,,,0.27,True,False,
1789631821.3660889,55,client_mr,READ_SECONDARY,session_secondary,normal,55,55,55,majority,majority,True,partition,,,,0.23,True,False,
1789631821.3670943,56,client_mr,READ_PRIMARY,primary,normal,56,56,55,majority,majority,True,partition,,,,0.16,True,False,
1789631821.3672807,56,client_mr,READ_SECONDARY,session_secondary,normal,56,56,56,majority,majority,True,partition,,,,0.19,True,False,
1789631821.3682737,57,client_mr,READ_PRIMARY,primary,normal,57,57,56,majority,majority,True,partition,,,,0.15,True,False,
1789631821.3685029,57,client_mr,READ_SECONDARY,session_secondary,normal,57,57,57,majority,majority,True,partition,,,,0.23,True,False,
1789631821.3693364,58,client_mr,READ_PRIMARY,primary,normal,58,58,57,majority,majority,True,partition,,,,0.12,True,False,
1789631821.369628,58,client_mr,READ_SECONDARY,session_secondary,normal,58,58,58,majority,majority,True,partition,,,,0.29,True,False,
1789631821.3705218,59,client_mr,READ_PRIMARY,primary,normal,59,59,58,majority,majority,True,partition,,,,0.2,True,False,
1789631821.3707097,59,client_mr,READ_SECONDARY,session_secondary,normal,59,59,59,majority,majority,True,partition,,,,0.19,True,False,
1789631821.371514,60,client_mr,READ_PRIMARY,primary,normal,60,60,59,majority,majority,True,partition,,,,0.2,True,False,
1789631821.371686,60,client_mr,READ_SECONDARY,session_secondary,normal,60,60,60,majority,majority,True,partition,,,,0.17,True,False,
